PageID,PageName,PageFollowerCount,PageCategory,ProfilePhoto,CoverPhoto,PageMention.UserID,PageMention.TimeMentioned
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,436,2022-01-19 11:26:28
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,442,2024-01-07 19:29:09
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,444,2020-08-17 21:40:54
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,446,2024-02-20 12:01:04
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,451,2021-05-22 14:29:35
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,453,2023-08-15 06:11:45
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,455,2023-07-13 02:47:14
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,457,2024-12-27 12:50:01
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,461,2024-08-17 14:46:53
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,464,2023-12-01 22:25:32
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,467,2020-07-06 06:48:46
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,472,2024-05-25 17:19:15
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,480,2022-08-25 12:33:05
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,482,2022-11-17 03:47:01
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,485,2024-11-16 14:04:32
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,495,2023-11-10 15:51:56
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,498,2022-05-21 04:57:27
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,500,2022-08-28 23:30:38
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,505,2020-05-18 16:02:15
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,507,2024-12-04 01:55:24
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,511,2023-07-08 09:06:05
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,516,2024-01-25 22:51:09
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,525,2020-09-01 12:50:07
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,528,2024-12-18 05:09:52
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,530,2020-06-09 02:09:24
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,531,2021-12-10 23:39:05
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,541,2020-04-16 23:06:21
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,544,2022-04-22 12:30:01
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,545,2024-09-10 06:12:55
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,551,2023-09-26 07:46:37
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,557,2020-04-14 20:10:44
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,561,2021-10-05 06:51:37
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,562,2021-10-28 08:45:00
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,563,2021-01-19 09:51:09
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,567,2020-09-09 00:43:37
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,571,2023-11-20 19:30:40
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,581,2021-04-27 19:36:48
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,583,2022-05-09 09:56:56
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,584,2024-07-28 01:54:59
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,585,2023-08-08 22:08:30
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,586,2023-06-13 03:35:06
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,591,2023-03-06 20:55:33
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,593,2022-01-03 00:20:26
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,594,2021-09-14 02:59:59
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,596,2024-07-15 08:14:32
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,601,2024-04-13 20:16:41
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,605,2020-01-27 09:18:58
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,607,2024-07-12 22:50:00
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,613,2020-01-05 18:51:52
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,615,2020-11-17 21:10:31
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,616,2023-02-20 09:11:06
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,617,2022-08-12 16:45:48
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,619,2023-09-11 17:31:28
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,621,2021-07-13 14:26:05
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,622,2022-11-03 01:34:36
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,627,2023-05-25 04:48:17
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,630,2021-10-14 04:49:03
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,634,2022-03-01 06:12:29
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,635,2020-06-07 23:25:05
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,638,2020-04-07 10:27:24
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,639,2023-01-23 21:15:57
1,CNN News,5914,Company/Organization/Institution,https://scontent.xx.fbcdn.net/profilephoto/cnnnews.jpg,https://scontent.xx.fbcdn.net/coverphoto/cnnnews.jpg,641,2020-09-03 21:29:24
