HashtagID,HashtagName,Popularity,FollowersCount,HashtagPost.PostID
1,love,63,5602,2255
1,love,63,5602,2295
1,love,63,5602,2317
1,love,63,5602,2320
1,love,63,5602,2340
1,love,63,5602,2343
1,love,63,5602,2347
1,love,63,5602,2366
1,love,63,5602,2385
1,love,63,5602,2412
1,love,63,5602,2416
1,love,63,5602,2422
1,love,63,5602,2433
1,love,63,5602,2451
1,love,63,5602,2453
1,love,63,5602,2460
1,love,63,5602,2465
1,love,63,5602,2492
1,love,63,5602,2498
1,love,63,5602,2501
1,love,63,5602,2512
1,love,63,5602,2544
1,love,63,5602,2545
1,love,63,5602,2551
1,love,63,5602,2578
1,love,63,5602,2588
1,love,63,5602,2601
1,love,63,5602,2643
1,love,63,5602,2654
1,love,63,5602,2666
1,love,63,5602,2667
1,love,63,5602,2685
1,love,63,5602,2697
1,love,63,5602,2722
1,love,63,5602,2725
1,love,63,5602,2746
1,love,63,5602,2767
1,love,63,5602,2768
1,love,63,5602,2783
1,love,63,5602,2793
1,love,63,5602,2796
1,love,63,5602,2806
1,love,63,5602,2834
1,love,63,5602,2863
1,love,63,5602,2867
1,love,63,5602,2912
1,love,63,5602,2941
1,love,63,5602,2949
1,love,63,5602,2965
1,love,63,5602,2982
2,friend,92,7824,84
2,friend,92,7824,183
2,friend,92,7824,273
2,friend,92,7824,462
2,friend,92,7824,545
2,friend,92,7824,591
2,friend,92,7824,775
2,friend,92,7824,939
2,friend,92,7824,1127
2,friend,92,7824,1211
2,friend,92,7824,1271
2,friend,92,7824,1346
2,friend,92,7824,1384
2,friend,92,7824,1403
2,friend,92,7824,1455
2,friend,92,7824,1565
2,friend,92,7824,1568
2,friend,92,7824,1591
2,friend,92,7824,1621
2,friend,92,7824,1625
2,friend,92,7824,1641
2,friend,92,7824,1659
2,friend,92,7824,1667
2,friend,92,7824,1720
2,friend,92,7824,1806
2,friend,92,7824,1843
2,friend,92,7824,1856
2,friend,92,7824,1863
2,friend,92,7824,1901
2,friend,92,7824,1993
2,friend,92,7824,2021
2,friend,92,7824,2232
2,friend,92,7824,2238
2,friend,92,7824,2293
2,friend,92,7824,2297
2,friend,92,7824,2399
2,friend,92,7824,2444
2,friend,92,7824,2476
2,friend,92,7824,2540
2,friend,92,7824,2558
2,friend,92,7824,2814
2,friend,92,7824,2836
2,friend,92,7824,2881
3,beach,63,1688,107
3,beach,63,1688,258
3,beach,63,1688,463
3,beach,63,1688,494
3,beach,63,1688,552
3,beach,63,1688,979
3,beach,63,1688,1372
3,beach,63,1688,1554
3,beach,63,1688,1916
3,beach,63,1688,2011
3,beach,63,1688,2104
3,beach,63,1688,2219
3,beach,63,1688,2616
3,beach,63,1688,2848
4,family,17,3795,443
4,family,17,3795,498
4,family,17,3795,555
4,family,17,3795,726
4,family,17,3795,1079
4,family,17,3795,1269
4,family,17,3795,1291
4,family,17,3795,1580
4,family,17,3795,1797
4,family,17,3795,1817
4,family,17,3795,1980
4,family,17,3795,2082
4,family,17,3795,2112
4,family,17,3795,2242
4,family,17,3795,2310
4,family,17,3795,2342
4,family,17,3795,2470
4,family,17,3795,2710
4,family,17,3795,2713
4,family,17,3795,2871
5,yellow,78,1629,542
5,yellow,78,1629,867
5,yellow,78,1629,1484
5,yellow,78,1629,2041
5,yellow,78,1629,2086
5,yellow,78,1629,2346
5,yellow,78,1629,2507
6,girl,84,6615,110
6,girl,84,6615,196
6,girl,84,6615,250
6,girl,84,6615,269
6,girl,84,6615,273
6,girl,84,6615,353
6,girl,84,6615,441
6,girl,84,6615,442
6,girl,84,6615,462
6,girl,84,6615,545
6,girl,84,6615,551
6,girl,84,6615,555
6,girl,84,6615,628
6,girl,84,6615,651
6,girl,84,6615,655
6,girl,84,6615,695
6,girl,84,6615,710
6,girl,84,6615,732
6,girl,84,6615,798
6,girl,84,6615,804
6,girl,84,6615,858
6,girl,84,6615,859
6,girl,84,6615,885
6,girl,84,6615,966
6,girl,84,6615,1012
6,girl,84,6615,1026
6,girl,84,6615,1080
6,girl,84,6615,1107
6,girl,84,6615,1133
6,girl,84,6615,1216
6,girl,84,6615,1285
6,girl,84,6615,1306
6,girl,84,6615,1403
6,girl,84,6615,1436
6,girl,84,6615,1455
6,girl,84,6615,1504
6,girl,84,6615,1563
6,girl,84,6615,1592
6,girl,84,6615,1651
6,girl,84,6615,1652
6,girl,84,6615,1779
6,girl,84,6615,1790
6,girl,84,6615,1806
6,girl,84,6615,1815
6,girl,84,6615,1937
6,girl,84,6615,1988
6,girl,84,6615,2048
6,girl,84,6615,2065
6,girl,84,6615,2106
6,girl,84,6615,2191
6,girl,84,6615,2195
6,girl,84,6615,2210
6,girl,84,6615,2238
6,girl,84,6615,2279
6,girl,84,6615,2353
6,girl,84,6615,2412
6,girl,84,6615,2439
6,girl,84,6615,2444
6,girl,84,6615,2483
6,girl,84,6615,2496
6,girl,84,6615,2514
6,girl,84,6615,2536
6,girl,84,6615,2628
6,girl,84,6615,2725
6,girl,84,6615,2729
6,girl,84,6615,2767
6,girl,84,6615,2771
6,girl,84,6615,2805
6,girl,84,6615,2811
6,girl,84,6615,2814
6,girl,84,6615,2829
6,girl,84,6615,2850
6,girl,84,6615,2863
6,girl,84,6615,2913
6,girl,84,6615,2920
6,girl,84,6615,2959
6,girl,84,6615,2967
7,fashion,57,6830,22
7,fashion,57,6830,69
7,fashion,57,6830,73
7,fashion,57,6830,114
7,fashion,57,6830,125
7,fashion,57,6830,178
7,fashion,57,6830,195
7,fashion,57,6830,202
7,fashion,57,6830,204
7,fashion,57,6830,209
7,fashion,57,6830,237
7,fashion,57,6830,251
7,fashion,57,6830,253
7,fashion,57,6830,260
7,fashion,57,6830,262
7,fashion,57,6830,284
7,fashion,57,6830,304
7,fashion,57,6830,319
7,fashion,57,6830,362
7,fashion,57,6830,476
7,fashion,57,6830,493
7,fashion,57,6830,530
7,fashion,57,6830,576
7,fashion,57,6830,590
7,fashion,57,6830,591
7,fashion,57,6830,669
7,fashion,57,6830,678
7,fashion,57,6830,721
7,fashion,57,6830,764
7,fashion,57,6830,782
7,fashion,57,6830,794
7,fashion,57,6830,799
7,fashion,57,6830,807
7,fashion,57,6830,842
7,fashion,57,6830,962
7,fashion,57,6830,966
7,fashion,57,6830,975
7,fashion,57,6830,990
7,fashion,57,6830,1124
7,fashion,57,6830,1150
7,fashion,57,6830,1287
7,fashion,57,6830,1288
7,fashion,57,6830,1334
7,fashion,57,6830,1412
7,fashion,57,6830,1435
7,fashion,57,6830,1473
7,fashion,57,6830,1487
7,fashion,57,6830,1495
7,fashion,57,6830,1515
7,fashion,57,6830,1549
7,fashion,57,6830,1604
7,fashion,57,6830,1617
7,fashion,57,6830,1619
7,fashion,57,6830,1660
7,fashion,57,6830,1786
7,fashion,57,6830,1797
7,fashion,57,6830,1836
7,fashion,57,6830,1841
7,fashion,57,6830,1868
7,fashion,57,6830,1910
7,fashion,57,6830,1938
7,fashion,57,6830,1969
7,fashion,57,6830,2010
7,fashion,57,6830,2025
7,fashion,57,6830,2042
7,fashion,57,6830,2089
7,fashion,57,6830,2090
7,fashion,57,6830,2106
7,fashion,57,6830,2108
7,fashion,57,6830,2157
7,fashion,57,6830,2159
7,fashion,57,6830,2210
7,fashion,57,6830,2255
7,fashion,57,6830,2296
7,fashion,57,6830,2305
7,fashion,57,6830,2318
7,fashion,57,6830,2346
7,fashion,57,6830,2379
7,fashion,57,6830,2490
7,fashion,57,6830,2499
7,fashion,57,6830,2535
7,fashion,57,6830,2584
7,fashion,57,6830,2655
7,fashion,57,6830,2657
7,fashion,57,6830,2678
7,fashion,57,6830,2684
7,fashion,57,6830,2737
7,fashion,57,6830,2747
7,fashion,57,6830,2752
7,fashion,57,6830,2793
7,fashion,57,6830,2802
7,fashion,57,6830,2817
7,fashion,57,6830,2875
7,fashion,57,6830,2913
7,fashion,57,6830,2987
8,nike,66,7471,101
8,nike,66,7471,128
8,nike,66,7471,202
8,nike,66,7471,252
8,nike,66,7471,331
8,nike,66,7471,468
8,nike,66,7471,545
8,nike,66,7471,669
8,nike,66,7471,815
8,nike,66,7471,1048
8,nike,66,7471,1417
8,nike,66,7471,1427
8,nike,66,7471,1438
8,nike,66,7471,1841
8,nike,66,7471,2102
8,nike,66,7471,2138
8,nike,66,7471,2274
8,nike,66,7471,2646
8,nike,66,7471,2810
8,nike,66,7471,2886
8,nike,66,7471,2986
9,snow,46,5140,23
9,snow,46,5140,35
9,snow,46,5140,143
9,snow,46,5140,270
9,snow,46,5140,291
9,snow,46,5140,339
9,snow,46,5140,384
9,snow,46,5140,721
9,snow,46,5140,1233
9,snow,46,5140,1446
9,snow,46,5140,1456
9,snow,46,5140,1592
9,snow,46,5140,1643
9,snow,46,5140,1750
9,snow,46,5140,2124
9,snow,46,5140,2129
9,snow,46,5140,2216
9,snow,46,5140,2440
9,snow,46,5140,2537
9,snow,46,5140,2613
9,snow,46,5140,2647
9,snow,46,5140,2651
10,happy,23,7503,16
10,happy,23,7503,39
10,happy,23,7503,118
10,happy,23,7503,373
10,happy,23,7503,534
10,happy,23,7503,619
10,happy,23,7503,707
10,happy,23,7503,759
10,happy,23,7503,777
10,happy,23,7503,799
10,happy,23,7503,1076
10,happy,23,7503,1293
10,happy,23,7503,1327
10,happy,23,7503,1389
10,happy,23,7503,1449
10,happy,23,7503,1582
10,happy,23,7503,1828
10,happy,23,7503,1883
10,happy,23,7503,1916
10,happy,23,7503,1959
10,happy,23,7503,2073
10,happy,23,7503,2213
10,happy,23,7503,2224
10,happy,23,7503,2233
10,happy,23,7503,2289
10,happy,23,7503,2340
10,happy,23,7503,2343
10,happy,23,7503,2591
10,happy,23,7503,2615
10,happy,23,7503,2683
10,happy,23,7503,2706
10,happy,23,7503,2751
10,happy,23,7503,2806
10,happy,23,7503,2810
10,happy,23,7503,2947
10,happy,23,7503,2972
11,bored,24,8656,19
11,bored,24,8656,128
11,bored,24,8656,349
11,bored,24,8656,818
11,bored,24,8656,878
11,bored,24,8656,1103
11,bored,24,8656,1116
11,bored,24,8656,1121
11,bored,24,8656,1391
11,bored,24,8656,1609
11,bored,24,8656,2507
12,school,76,3429,105
12,school,76,3429,299
12,school,76,3429,574
12,school,76,3429,603
12,school,76,3429,795
12,school,76,3429,897
12,school,76,3429,1076
12,school,76,3429,1098
12,school,76,3429,1163
12,school,76,3429,1431
12,school,76,3429,1581
12,school,76,3429,1750
12,school,76,3429,1753
12,school,76,3429,1757
12,school,76,3429,2268
12,school,76,3429,2296
12,school,76,3429,2445
12,school,76,3429,2462
12,school,76,3429,2560
12,school,76,3429,2590
12,school,76,3429,2626
12,school,76,3429,2635
12,school,76,3429,2839
12,school,76,3429,2860
12,school,76,3429,2958
13,beautiful,81,9920,476
13,beautiful,81,9920,694
13,beautiful,81,9920,903
13,beautiful,81,9920,986
13,beautiful,81,9920,1040
13,beautiful,81,9920,1197
13,beautiful,81,9920,1200
13,beautiful,81,9920,1462
13,beautiful,81,9920,1632
13,beautiful,81,9920,1712
13,beautiful,81,9920,1998
13,beautiful,81,9920,2031
13,beautiful,81,9920,2065
13,beautiful,81,9920,2067
13,beautiful,81,9920,2451
13,beautiful,81,9920,2511
14,tired,92,416,178
14,tired,92,416,223
14,tired,92,416,534
14,tired,92,416,1357
14,tired,92,416,1397
14,tired,92,416,1824
14,tired,92,416,2665
15,black,49,1821,62
15,black,49,1821,146
15,black,49,1821,310
15,black,49,1821,595
15,black,49,1821,677
15,black,49,1821,717
15,black,49,1821,780
15,black,49,1821,1026
15,black,49,1821,1404
15,black,49,1821,1445
15,black,49,1821,1867
15,black,49,1821,2133
15,black,49,1821,2201
15,black,49,1821,2384
15,black,49,1821,2546
15,black,49,1821,2646
15,black,49,1821,2659
16,sun,88,2294,48
16,sun,88,2294,191
16,sun,88,2294,303
16,sun,88,2294,356
16,sun,88,2294,567
16,sun,88,2294,603
16,sun,88,2294,637
16,sun,88,2294,650
16,sun,88,2294,686
16,sun,88,2294,720
16,sun,88,2294,754
16,sun,88,2294,782
16,sun,88,2294,848
16,sun,88,2294,859
16,sun,88,2294,878
16,sun,88,2294,954
16,sun,88,2294,1040
16,sun,88,2294,1053
16,sun,88,2294,1068
16,sun,88,2294,1088
16,sun,88,2294,1146
16,sun,88,2294,1226
16,sun,88,2294,1262
16,sun,88,2294,1314
16,sun,88,2294,1353
16,sun,88,2294,1388
16,sun,88,2294,1390
16,sun,88,2294,1427
16,sun,88,2294,1588
16,sun,88,2294,1667
16,sun,88,2294,1742
16,sun,88,2294,1808
16,sun,88,2294,1832
16,sun,88,2294,1850
16,sun,88,2294,1856
16,sun,88,2294,1867
16,sun,88,2294,1969
16,sun,88,2294,2012
16,sun,88,2294,2034
16,sun,88,2294,2050
16,sun,88,2294,2066
16,sun,88,2294,2075
16,sun,88,2294,2080
16,sun,88,2294,2129
16,sun,88,2294,2228
16,sun,88,2294,2273
16,sun,88,2294,2334
16,sun,88,2294,2408
16,sun,88,2294,2430
16,sun,88,2294,2484
16,sun,88,2294,2555
16,sun,88,2294,2560
16,sun,88,2294,2665
16,sun,88,2294,2694
16,sun,88,2294,2716
16,sun,88,2294,2807
16,sun,88,2294,2826
16,sun,88,2294,2833
16,sun,88,2294,2859
16,sun,88,2294,2861
16,sun,88,2294,2922
16,sun,88,2294,2939
17,selfie,57,9015,18
17,selfie,57,9015,51
17,selfie,57,9015,70
17,selfie,57,9015,253
17,selfie,57,9015,358
17,selfie,57,9015,448
17,selfie,57,9015,492
17,selfie,57,9015,562
17,selfie,57,9015,602
17,selfie,57,9015,688
17,selfie,57,9015,964
17,selfie,57,9015,981
17,selfie,57,9015,1023
17,selfie,57,9015,1050
17,selfie,57,9015,1106
17,selfie,57,9015,1114
17,selfie,57,9015,1477
17,selfie,57,9015,1508
17,selfie,57,9015,1621
17,selfie,57,9015,1717
17,selfie,57,9015,1850
17,selfie,57,9015,1858
17,selfie,57,9015,1990
17,selfie,57,9015,2059
17,selfie,57,9015,2336
17,selfie,57,9015,2421
17,selfie,57,9015,2476
17,selfie,57,9015,2484
17,selfie,57,9015,2497
17,selfie,57,9015,2543
17,selfie,57,9015,2557
17,selfie,57,9015,2676
17,selfie,57,9015,2707
17,selfie,57,9015,2733
17,selfie,57,9015,2852
17,selfie,57,9015,2865
17,selfie,57,9015,2948
17,selfie,57,9015,2964
18,instagood,78,1969,1579
18,instagood,78,1969,1731
18,instagood,78,1969,1996
18,instagood,78,1969,2085
18,instagood,78,1969,2197
18,instagood,78,1969,2266
18,instagood,78,1969,2299
18,instagood,78,1969,2369
18,instagood,78,1969,2600
18,instagood,78,1969,2844
18,instagood,78,1969,2978
19,nature,56,7429,19
19,nature,56,7429,55
19,nature,56,7429,96
19,nature,56,7429,248
19,nature,56,7429,249
19,nature,56,7429,287
19,nature,56,7429,378
19,nature,56,7429,396
19,nature,56,7429,399
19,nature,56,7429,447
19,nature,56,7429,491
19,nature,56,7429,573
19,nature,56,7429,585
19,nature,56,7429,592
19,nature,56,7429,734
19,nature,56,7429,743
19,nature,56,7429,756
19,nature,56,7429,860
19,nature,56,7429,896
19,nature,56,7429,1086
19,nature,56,7429,1105
19,nature,56,7429,1114
19,nature,56,7429,1134
19,nature,56,7429,1192
19,nature,56,7429,1286
19,nature,56,7429,1319
19,nature,56,7429,1374
19,nature,56,7429,1573
19,nature,56,7429,1606
19,nature,56,7429,1724
19,nature,56,7429,1745
19,nature,56,7429,1805
19,nature,56,7429,1844
19,nature,56,7429,1849
19,nature,56,7429,1864
19,nature,56,7429,1910
19,nature,56,7429,2065
19,nature,56,7429,2084
19,nature,56,7429,2137
19,nature,56,7429,2167
19,nature,56,7429,2180
19,nature,56,7429,2183
19,nature,56,7429,2226
19,nature,56,7429,2248
19,nature,56,7429,2389
19,nature,56,7429,2393
19,nature,56,7429,2394
19,nature,56,7429,2554
19,nature,56,7429,2626
19,nature,56,7429,2656
19,nature,56,7429,2731
19,nature,56,7429,2775
19,nature,56,7429,2843
19,nature,56,7429,2850
19,nature,56,7429,2901
19,nature,56,7429,2949
19,nature,56,7429,2978
20,smile,35,3537,364
20,smile,35,3537,437
20,smile,35,3537,454
20,smile,35,3537,1138
20,smile,35,3537,2189
20,smile,35,3537,2416
20,smile,35,3537,2506
20,smile,35,3537,2587
21,spring,20,3458,51
21,spring,20,3458,57
21,spring,20,3458,234
21,spring,20,3458,365
21,spring,20,3458,636
21,spring,20,3458,671
21,spring,20,3458,980
21,spring,20,3458,1096
21,spring,20,3458,1114
21,spring,20,3458,1616
21,spring,20,3458,1753
21,spring,20,3458,1929
21,spring,20,3458,2319
21,spring,20,3458,2672
21,spring,20,3458,2708
21,spring,20,3458,2875
22,makeup,64,7055,88
22,makeup,64,7055,134
22,makeup,64,7055,145
22,makeup,64,7055,163
22,makeup,64,7055,165
22,makeup,64,7055,279
22,makeup,64,7055,297
22,makeup,64,7055,300
22,makeup,64,7055,320
22,makeup,64,7055,327
22,makeup,64,7055,366
22,makeup,64,7055,371
22,makeup,64,7055,380
22,makeup,64,7055,390
22,makeup,64,7055,487
22,makeup,64,7055,635
22,makeup,64,7055,703
22,makeup,64,7055,707
22,makeup,64,7055,791
22,makeup,64,7055,842
22,makeup,64,7055,927
22,makeup,64,7055,1007
22,makeup,64,7055,1015
22,makeup,64,7055,1053
22,makeup,64,7055,1157
22,makeup,64,7055,1167
22,makeup,64,7055,1191
22,makeup,64,7055,1199
22,makeup,64,7055,1222
22,makeup,64,7055,1236
22,makeup,64,7055,1273
22,makeup,64,7055,1351
22,makeup,64,7055,1361
22,makeup,64,7055,1398
22,makeup,64,7055,1484
22,makeup,64,7055,1617
22,makeup,64,7055,1670
22,makeup,64,7055,1689
22,makeup,64,7055,1741
22,makeup,64,7055,1884
22,makeup,64,7055,1894
22,makeup,64,7055,1977
22,makeup,64,7055,2091
22,makeup,64,7055,2120
22,makeup,64,7055,2137
22,makeup,64,7055,2176
22,makeup,64,7055,2192
22,makeup,64,7055,2216
22,makeup,64,7055,2245
22,makeup,64,7055,2250
22,makeup,64,7055,2407
22,makeup,64,7055,2458
22,makeup,64,7055,2467
22,makeup,64,7055,2643
22,makeup,64,7055,2702
22,makeup,64,7055,2768
22,makeup,64,7055,2814
22,makeup,64,7055,2825
22,makeup,64,7055,2831
22,makeup,64,7055,2863
23,home,98,9154,35
23,home,98,9154,113
23,home,98,9154,225
23,home,98,9154,230
23,home,98,9154,502
23,home,98,9154,506
23,home,98,9154,658
23,home,98,9154,849
23,home,98,9154,892
23,home,98,9154,979
23,home,98,9154,1043
23,home,98,9154,1091
23,home,98,9154,1148
23,home,98,9154,1202
23,home,98,9154,1227
23,home,98,9154,1244
23,home,98,9154,1258
23,home,98,9154,1271
23,home,98,9154,1304
23,home,98,9154,1588
23,home,98,9154,1592
23,home,98,9154,1603
23,home,98,9154,1730
23,home,98,9154,1732
23,home,98,9154,1733
23,home,98,9154,1778
23,home,98,9154,1848
23,home,98,9154,2037
23,home,98,9154,2107
23,home,98,9154,2278
23,home,98,9154,2325
23,home,98,9154,2352
23,home,98,9154,2375
23,home,98,9154,2407
23,home,98,9154,2429
23,home,98,9154,2619
23,home,98,9154,2624
23,home,98,9154,2651
23,home,98,9154,2689
23,home,98,9154,2822
23,home,98,9154,2854
23,home,98,9154,2862
23,home,98,9154,2902
23,home,98,9154,2920
24,model,56,3039,120
24,model,56,3039,208
24,model,56,3039,308
24,model,56,3039,447
24,model,56,3039,675
24,model,56,3039,690
24,model,56,3039,873
24,model,56,3039,1127
24,model,56,3039,1328
24,model,56,3039,1417
24,model,56,3039,1543
24,model,56,3039,1719
24,model,56,3039,1929
24,model,56,3039,2083
24,model,56,3039,2186
24,model,56,3039,2708
24,model,56,3039,2869
25,throwback,74,4533,444
25,throwback,74,4533,576
25,throwback,74,4533,609
25,throwback,74,4533,934
25,throwback,74,4533,1033
25,throwback,74,4533,1112
25,throwback,74,4533,1253
25,throwback,74,4533,1897
25,throwback,74,4533,1916
25,throwback,74,4533,2240
25,throwback,74,4533,2428
25,throwback,74,4533,2597
25,throwback,74,4533,2612
25,throwback,74,4533,2690
25,throwback,74,4533,2853
26,loveyou,12,4475,191
26,loveyou,12,4475,478
26,loveyou,12,4475,1146
26,loveyou,12,4475,1205
26,loveyou,12,4475,1497
26,loveyou,12,4475,1833
26,loveyou,12,4475,2018
26,loveyou,12,4475,2101
26,loveyou,12,4475,2211
26,loveyou,12,4475,2343
26,loveyou,12,4475,2412
26,loveyou,12,4475,2451
26,loveyou,12,4475,2460
26,loveyou,12,4475,2492
26,loveyou,12,4475,2501
26,loveyou,12,4475,2722
27,cute,17,3868,598
27,cute,17,3868,739
27,cute,17,3868,1241
27,cute,17,3868,1936
27,cute,17,3868,2059
27,cute,17,3868,2061
27,cute,17,3868,2092
27,cute,17,3868,2813
28,green,41,9002,32
28,green,41,9002,699
28,green,41,9002,1214
28,green,41,9002,1478
28,green,41,9002,1689
28,green,41,9002,1937
28,green,41,9002,1988
28,green,41,9002,2365
28,green,41,9002,2535
28,green,41,9002,2567
29,truth,74,8238,180
29,truth,74,8238,2210
29,truth,74,8238,2426
29,truth,74,8238,2631
29,truth,74,8238,2709
29,truth,74,8238,2980
30,yummy,42,2187,388
30,yummy,42,2187,1122
30,yummy,42,2187,1781
30,yummy,42,2187,2102
30,yummy,42,2187,2621
30,yummy,42,2187,2792
30,yummy,42,2187,2886
30,yummy,42,2187,2921
30,yummy,42,2187,2981
31,boyfriend,39,9766,183
31,boyfriend,39,9766,1384
31,boyfriend,39,9766,1591
31,boyfriend,39,9766,1625
31,boyfriend,39,9766,1667
31,boyfriend,39,9766,2297
32,goodtimes,30,2501,681
32,goodtimes,30,2501,1112
32,goodtimes,30,2501,1176
32,goodtimes,30,2501,1414
32,goodtimes,30,2501,1826
32,goodtimes,30,2501,2513
32,goodtimes,30,2501,2538
33,sea,17,3124,59
33,sea,17,3124,60
33,sea,17,3124,145
33,sea,17,3124,188
33,sea,17,3124,268
33,sea,17,3124,348
33,sea,17,3124,546
33,sea,17,3124,594
33,sea,17,3124,710
33,sea,17,3124,714
33,sea,17,3124,806
33,sea,17,3124,831
33,sea,17,3124,972
33,sea,17,3124,1117
33,sea,17,3124,1143
33,sea,17,3124,1159
33,sea,17,3124,1220
33,sea,17,3124,1263
33,sea,17,3124,1298
33,sea,17,3124,1378
33,sea,17,3124,1584
33,sea,17,3124,1698
33,sea,17,3124,1779
33,sea,17,3124,1812
33,sea,17,3124,1982
33,sea,17,3124,2041
33,sea,17,3124,2387
33,sea,17,3124,2647
33,sea,17,3124,2778
33,sea,17,3124,2862
34,beauty,15,192,51
34,beauty,15,192,118
34,beauty,15,192,160
34,beauty,15,192,270
34,beauty,15,192,282
34,beauty,15,192,557
34,beauty,15,192,880
34,beauty,15,192,922
34,beauty,15,192,927
34,beauty,15,192,1013
34,beauty,15,192,1067
34,beauty,15,192,1330
34,beauty,15,192,1414
34,beauty,15,192,1462
34,beauty,15,192,1487
34,beauty,15,192,1579
34,beauty,15,192,1637
34,beauty,15,192,1656
34,beauty,15,192,1766
34,beauty,15,192,1806
34,beauty,15,192,2134
34,beauty,15,192,2282
34,beauty,15,192,2369
34,beauty,15,192,2377
34,beauty,15,192,2407
34,beauty,15,192,2486
34,beauty,15,192,2490
34,beauty,15,192,2492
34,beauty,15,192,2519
34,beauty,15,192,2776
34,beauty,15,192,2864
34,beauty,15,192,2869
34,beauty,15,192,2881
34,beauty,15,192,2971
34,beauty,15,192,2975
35,instafood,27,4988,121
35,instafood,27,4988,738
35,instafood,27,4988,779
35,instafood,27,4988,1502
35,instafood,27,4988,1673
35,instafood,27,4988,2564
36,funny,20,3372,221
36,funny,20,3372,1207
36,funny,20,3372,1575
36,funny,20,3372,2054
36,funny,20,3372,2602
36,funny,20,3372,2967
37,cake,43,1290,52
37,cake,43,1290,282
37,cake,43,1290,293
37,cake,43,1290,372
37,cake,43,1290,435
37,cake,43,1290,518
37,cake,43,1290,540
37,cake,43,1290,555
37,cake,43,1290,686
37,cake,43,1290,694
37,cake,43,1290,1023
37,cake,43,1290,1334
37,cake,43,1290,1448
37,cake,43,1290,1495
37,cake,43,1290,1501
37,cake,43,1290,1621
37,cake,43,1290,1637
37,cake,43,1290,1669
37,cake,43,1290,1762
37,cake,43,1290,1859
37,cake,43,1290,1879
37,cake,43,1290,1942
37,cake,43,1290,1967
37,cake,43,1290,2048
37,cake,43,1290,2097
37,cake,43,1290,2167
37,cake,43,1290,2254
37,cake,43,1290,2281
37,cake,43,1290,2284
37,cake,43,1290,2380
37,cake,43,1290,2417
37,cake,43,1290,2435
37,cake,43,1290,2490
37,cake,43,1290,2520
37,cake,43,1290,2542
37,cake,43,1290,2627
37,cake,43,1290,2714
